experiment,repeat_id,b,scale_state,v_oracle,v_raw,v_iso,delta_v,treat_rate_oracle,treat_rate_raw,treat_rate_iso,raw_treated_true_positive_share,raw_treated_false_positive_share,iso_treated_true_positive_share,iso_treated_false_positive_share,mse_raw,mse_iso,cal_raw,cal_iso,t_theta,flip_rate,flip_count,beneficial_flip_rate,harmful_flip_rate,beneficial_flip_count,harmful_flip_count,beneficial_sign_share,harmful_sign_share,beneficial_value,harmful_value,mean_tau_flip_region,mean_abs_tau_flip_region,global_spearman,flip_region_spearman
slope_bias,2,1,identity_scale,0.966179657277229,0.966179657277229,0.966097324090275,-8.23331869533872e-05,0.1558,0.1558,0.1904,1,0,0.81827731092437,0.18172268907563,0,0.00113340465380188,0.000289701065672017,0.000725716464054828,-0.00443870887069731,0.0346,173,0,0.0346,0,173,0,1,0,-8.23331869533641e-05,-0.00237957187726486,0.00237957187726486,1,1
slope_bias,2,1.25,expanded,0.966179657277229,0.966179657277229,0.966097324090275,-8.23331869533872e-05,0.1558,0.1558,0.1904,1,0,0.81827731092437,0.18172268907563,0.00276517113763552,0.00113340465380188,0.0034944738536625,0.000725716464054828,-0.00554838608837163,0.0346,173,0,0.0346,0,173,0,1,0,-8.23331869533641e-05,-0.00237957187726486,0.00237957187726486,1,1
slope_bias,2,1.5,expanded,0.966179657277229,0.966179657277229,0.966097324090275,-8.23331869533872e-05,0.1558,0.1558,0.1904,1,0,0.81827731092437,0.18172268907563,0.0110606845505421,0.00113340465380188,0.0121263684934557,0.000725716464054828,-0.00665806330604596,0.0346,173,0,0.0346,0,173,0,1,0,-8.23331869533641e-05,-0.00237957187726486,0.00237957187726486,1,1
slope_bias,2,2,expanded,0.966179657277229,0.966179657277229,0.966097324090275,-8.23331869533872e-05,0.1558,0.1558,0.1904,1,0,0.81827731092437,0.18172268907563,0.0442427382021683,0.00113340465380188,0.0456715233284501,0.000725716464054828,-0.00887741774139461,0.0346,173,0,0.0346,0,173,0,1,0,-8.23331869533641e-05,-0.00237957187726486,0.00237957187726486,1,1
slope_bias,3,0.25,compressed,0.965835243981562,0.965835243981562,0.963026493775272,-0.0028087502062899,0.155,0.155,0.3632,1,0,0.426762114537445,0.573237885462555,0.0245591164234363,0.00184623974380345,0.0218487606129174,0.000903798700498732,-0.00682445175819721,0.2082,1041,0,0.2082,0,1041,0,1,0,-0.00280875020628987,-0.0134906349965892,0.0134906349965892,1,1
slope_bias,3,0.5,compressed,0.965835243981562,0.965835243981562,0.963026493775272,-0.0028087502062899,0.155,0.155,0.3632,1,0,0.426762114537445,0.573237885462555,0.0109151628548606,0.00184623974380345,0.00951713734909494,0.000903798700498732,-0.0136489035163944,0.2082,1041,0,0.2082,0,1041,0,1,0,-0.00280875020628987,-0.0134906349965892,0.0134906349965892,1,1
slope_bias,3,0.75,compressed,0.965835243981562,0.965835243981562,0.963026493775272,-0.0028087502062899,0.155,0.155,0.3632,1,0,0.426762114537445,0.573237885462555,0.00272879071371514,0.00184623974380345,0.0025389894125522,0.000903798700498732,-0.0204733552745916,0.2082,1041,0,0.2082,0,1041,0,1,0,-0.00280875020628987,-0.0134906349965892,0.0134906349965892,1,1
slope_bias,3,1,identity_scale,0.965835243981562,0.965835243981562,0.963026493775272,-0.0028087502062899,0.155,0.155,0.3632,1,0,0.426762114537445,0.573237885462555,0,0.00184623974380345,0.0009143168032892,0.000903798700498732,-0.0272978070327888,0.2082,1041,0,0.2082,0,1041,0,1,0,-0.00280875020628987,-0.0134906349965892,0.0134906349965892,1,1
slope_bias,3,1.25,expanded,0.965835243981562,0.965835243981562,0.963026493775272,-0.0028087502062899,0.155,0.155,0.3632,1,0,0.426762114537445,0.573237885462555,0.00272879071371514,0.00184623974380345,0.00464311952130594,0.000903798700498732,-0.034122258790986,0.2082,1041,0,0.2082,0,1041,0,1,0,-0.00280875020628987,-0.0134906349965892,0.0134906349965892,1,1
slope_bias,3,1.5,expanded,0.965835243981562,0.965835243981562,0.963026493775272,-0.0028087502062899,0.155,0.155,0.3632,1,0,0.426762114537445,0.573237885462555,0.0109151628548606,0.00184623974380345,0.0137253975666024,0.000903798700498732,-0.0409467105491833,0.2082,1041,0,0.2082,0,1041,0,1,0,-0.00280875020628987,-0.0134906349965892,0.0134906349965892,1,1
