experiment,repeat_id,sigma,a,direction,v_oracle,v_raw,v_iso,delta_v,treat_rate_oracle,treat_rate_raw,treat_rate_iso,raw_treated_true_positive_share,raw_treated_false_positive_share,iso_treated_true_positive_share,iso_treated_false_positive_share,mse_raw,mse_iso,cal_raw,cal_iso,t_theta,flip_rate,flip_count,beneficial_flip_rate,harmful_flip_rate,beneficial_flip_count,harmful_flip_count,beneficial_sign_share,harmful_sign_share,beneficial_value,harmful_value,mean_tau_flip_region,mean_abs_tau_flip_region,global_spearman,flip_region_spearman
sorting_additive_bias,18,0.02,0.1,score_high_bias,0.964840483934138,0.948607978085201,0.963918641644155,0.0153106635589537,0.1648,0.59,0.0986,0.279322033898305,0.720677966101695,0.831643002028398,0.168356997971602,0.0103653613995938,0.00193833604522831,0.0115937765072165,0.000984990128352135,0.109305961316473,0.4914,2457,0.4086,0.0828,2043,414,0.831501831501832,0.168498168498169,0.0160896403338953,-0.000778976774941553,-0.0311572314997024,0.0343276701441532,0.970186083479443,0.811717360580608
sorting_additive_bias,18,0.05,-0.1,score_low_bias,0.964840483934138,0.96149965521433,0.962518280516213,0.00101862530188335,0.1648,0.0032,0.14,0.875,0.125,0.555714285714286,0.444285714285714,0.0119559548597185,0.00377165132139006,0.00952286486189859,0.00137189149185859,-0.0970342338130601,0.1368,684,0.075,0.0618,375,309,0.548245614035088,0.451754385964912,0.00215949259956597,-0.0011408672976827,0.00744609138803559,0.024125437845385,0.892484189267367,0.304596697094823
sorting_additive_bias,18,0.05,0.1,score_high_bias,0.964840483934138,0.946545524735182,0.962518280516213,0.0159727557810314,0.1648,0.59,0.14,0.277966101694915,0.722033898305085,0.555714285714286,0.444285714285714,0.0119559548597185,0.00377165132139006,0.0120282115543056,0.00137189149185859,0.10296576618694,0.45,2250,0.3638,0.0862,1819,431,0.808444444444444,0.191555555555556,0.0171443442506009,-0.00117158846956957,-0.0354950128467363,0.04070207271149,0.892484189267367,0.43708196709438
sorting_additive_bias,18,0.08,-0.1,score_low_bias,0.964840483934138,0.961480404435471,0.961628422695332,0.000148018259860994,0.1648,0.0032,0.1054,0.875,0.125,0.523719165085389,0.476280834914611,0.014323797447656,0.00597990001409016,0.00948156981612568,0.00186028084656829,-0.0919772769661771,0.1022,511,0.0524,0.0498,262,249,0.512720156555773,0.487279843444227,0.00146564576891131,-0.00131762750905031,0.00144831956811151,0.0272335937178241,0.81778576096743,0.0802520109071026
sorting_additive_bias,18,0.08,0.1,score_high_bias,0.964840483934138,0.942154771815722,0.961628422695332,0.0194736508796102,0.1648,0.59,0.1054,0.268813559322034,0.731186440677966,0.523719165085389,0.476280834914611,0.014323797447656,0.00597990001409016,0.0119869165085327,0.00186028084656829,0.108022723033823,0.4846,2423,0.3812,0.1034,1906,517,0.786628146925299,0.213371853074701,0.0212933373548813,-0.00181968647527124,-0.0401849997515685,0.0476950553655645,0.81778576096743,0.358382517704769
sorting_additive_bias,18,0.12,-0.1,score_low_bias,0.964840483934138,0.961373828047334,0.960953670930817,-0.000420157116516995,0.1648,0.0032,0.0386,0.625,0.375,0.347150259067358,0.652849740932643,0.0184981022469645,0.00894524182251637,0.0102150366691106,0.000945463376274315,-0.0699169393452779,0.0354,177,0.0114,0.024,57,120,0.322033898305085,0.677966101694915,0.000376678701335896,-0.000796835817852954,-0.0118688450993519,0.033150127660702,0.716970426406817,0.0105456103599314
sorting_additive_bias,18,0.12,0.1,score_high_bias,0.964840483934138,0.936961359819134,0.960953670930817,0.0239923111116828,0.1648,0.59,0.0386,0.256271186440678,0.743728813559322,0.347150259067358,0.652849740932643,0.0184981022469645,0.00894524182251637,0.0127203833615176,0.000945463376274315,0.130083060654722,0.5514,2757,0.4136,0.1378,2068,689,0.750090678273486,0.249909321726514,0.026893641489071,-0.00290133037738826,-0.0435116269707703,0.0540351321480944,0.716970426406817,0.26388821861434
sorting_additive_bias,19,0,-0.1,score_low_bias,0.963675302257395,0.960120451266395,0.962609722524655,0.00248927125826004,0.1666,0.0038,0.055,1,0,1,0,0.01,0.00103273458992348,0.0102490475190571,0.000298840333499872,-0.0745995326502552,0.0512,256,0.0512,0,256,0,1,0,0.00248927125825999,0,0.0486185792628905,0.0486185792628905,1,1
sorting_additive_bias,19,0,0.1,score_high_bias,0.963675302257395,0.948719098651459,0.962609722524655,0.0138906238731963,0.1666,0.5856,0.055,0.284494535519126,0.715505464480874,1,0,0.01,0.00103273458992348,0.0106425716549699,0.000298840333499872,0.125400467349745,0.5306,2653,0.419,0.1116,2095,558,0.789672069355447,0.210327930644553,0.0149562036059362,-0.00106557973273997,-0.0261790875861218,0.0301955961904941,1,1
sorting_additive_bias,19,0.02,-0.1,score_low_bias,0.963675302257395,0.960095024502312,0.962744394406952,0.00264936990464026,0.1666,0.0038,0.1234,1,0,0.795786061588331,0.204213938411669,0.0103700734076445,0.001166009973364,0.0104877846609085,0.000401009768511515,-0.0942768938968289,0.1196,598,0.0944,0.0252,472,126,0.789297658862876,0.210702341137124,0.00288397862691413,-0.000234608722273947,0.0221519222796002,0.026075145060101,0.968458903634356,0.643411051943151
sorting_additive_bias,19,0.02,0.1,score_high_bias,0.963675302257395,0.948409466795207,0.962744394406952,0.0143349276117458,0.1666,0.5856,0.1234,0.284494535519126,0.715505464480874,0.795786061588331,0.204213938411669,0.0103700734076445,0.001166009973364,0.0108813087968214,0.000401009768511515,0.105723106103171,0.4622,2311,0.3938,0.0684,1969,342,0.852012115967114,0.147987884032886,0.0150312267399146,-0.000696299128168834,-0.0310145556290476,0.034027533249856,0.968458903634356,0.783220383861818
sorting_additive_bias,19,0.05,-0.1,score_low_bias,0.963675302257395,0.960015024622576,0.960866061109253,0.000851036486677059,0.1666,0.0038,0.0382,0.947368421052632,0.0526315789473684,0.712041884816754,0.287958115183246,0.0120177106015205,0.00280646125857367,0.0102975718842552,0.000460121602022957,-0.064301260161906,0.0344,172,0.0236,0.0108,118,54,0.686046511627907,0.313953488372093,0.0010158356538805,-0.000164799167203455,0.0247394327522397,0.0343207796826731,0.893383844471354,0.244312218912653
sorting_additive_bias,19,0.05,0.1,score_high_bias,0.963675302257395,0.945652178754941,0.960866061109253,0.0152138823543125,0.1666,0.5856,0.0382,0.282786885245902,0.717213114754098,0.712041884816754,0.287958115183246,0.0120177106015205,0.00280646125857367,0.0106910960201681,0.000460121602022957,0.135698739838094,0.5474,2737,0.409,0.1384,2045,692,0.747168432590427,0.252831567409573,0.0178498351225369,-0.00263595276822449,-0.0277929893209946,0.0374237995812229,0.893383844471354,0.540911059728386
sorting_additive_bias,19,0.08,-0.1,score_low_bias,0.963675302257395,0.959814946252243,0.960306985313312,0.000492039061068983,0.1666,0.0038,0.0224,0.736842105263158,0.263157894736842,0.705357142857143,0.294642857142857,0.0143449747577453,0.00493473090160355,0.0105716952382388,0.000564314027220225,-0.0478019750541261,0.0186,93,0.013,0.0056,65,28,0.698924731182796,0.301075268817204,0.000611748032977025,-0.000119708971908081,0.0264537129606959,0.0393256454239304,0.82214074478963,0.0517143624481513
sorting_additive_bias,19,0.08,0.1,score_high_bias,0.963675302257395,0.94205973637515,0.960306985313312,0.0182472489381613,0.1666,0.5856,0.0224,0.276639344262295,0.723360655737705,0.705357142857143,0.294642857142857,0.0143449747577453,0.00493473090160355,0.0109652193741517,0.000564314027220225,0.152198024945874,0.5632,2816,0.417,0.1462,2085,731,0.740411931818182,0.259588068181818,0.0214416824172973,-0.00319443347913601,-0.0323992346203147,0.043743103509292,0.82214074478963,0.414080880892526
sorting_additive_bias,19,0.12,-0.1,score_low_bias,0.963675302257395,0.959766462158861,0.959750727442444,-1.57347164176924e-05,0.1666,0.0038,0.0062,0.789473684210526,0.210526315789474,0.67741935483871,0.32258064516129,0.0184213276651566,0.0086392515601788,0.0106853475471015,0.000818712256300093,-0.0105031089681448,0.0024,12,0.0012,0.0012,6,6,0.5,0.5,2.23658736962868e-05,-3.81005901139607e-05,-0.00655613184069746,0.0251943599209365,0.725741902021676,0.167832167832168
sorting_additive_bias,19,0.12,0.1,score_high_bias,0.963675302257395,0.93639862276677,0.959750727442444,0.0233521046756737,0.1666,0.5856,0.0062,0.257513661202186,0.742486338797814,0.67741935483871,0.32258064516129,0.0184213276651566,0.0086392515601788,0.0110788716830144,0.000818712256300093,0.189496891031855,0.5794,2897,0.4328,0.1466,2164,733,0.746979634104246,0.253020365895754,0.0269504317896218,-0.00359832711394809,-0.0403039431751359,0.0527248168856919,0.725741902021676,0.329320739673863
sorting_additive_bias,20,0,-0.1,score_low_bias,0.965308177846803,0.962024663932436,0.964583607811186,0.00255894387874978,0.154,0.0026,0.0648,1,0,1,0,0.01,0.00084563490151923,0.00975623177779612,0.000652689643847692,-0.0810475375975162,0.0622,311,0.0622,0,311,0,1,0,0.00255894387874983,0,0.0411405768287754,0.0411405768287754,1,1
sorting_additive_bias,20,0,0.1,score_high_bias,0.965308177846803,0.949943533431572,0.964583607811186,0.014640074379614,0.154,0.5842,0.0648,0.263608353303663,0.736391646696337,1,0,0.01,0.00084563490151923,0.0112562666933157,0.000652689643847692,0.118952462402484,0.5194,2597,0.4302,0.0892,2151,446,0.828263380824028,0.171736619175972,0.0153646444152311,-0.000724570035617109,-0.028186512090131,0.030976539181456,1,1
sorting_additive_bias,20,0.02,-0.1,score_low_bias,0.965308177846803,0.962015976392037,0.964293411753786,0.00227743536174885,0.154,0.0026,0.08,1,0,0.87,0.13,0.0103661368492359,0.00137598872505941,0.00973432655061125,0.00170235594800943,-0.0850400552053906,0.0774,387,0.067,0.0104,335,52,0.865633074935401,0.134366925064599,0.00235834893219396,-8.09135704451006e-05,0.0294242294799594,0.0315150194139414,0.96953274345331,0.629195998855491
sorting_additive_bias,20,0.02,0.1,score_high_bias,0.965308177846803,0.949590733525911,0.964293411753786,0.0147026782278747,0.154,0.5842,0.08,0.263608353303663,0.736391646696337,0.87,0.13,0.0103661368492359,0.00137598872505941,0.0112343614661308,0.00170235594800943,0.114959944794609,0.5042,2521,0.4198,0.0844,2099,422,0.832606108687029,0.167393891312971,0.0156365307504465,-0.000933852522571722,-0.0291604090199816,0.0328647030404962,0.96953274345331,0.803951831614926
sorting_additive_bias,20,0.05,-0.1,score_low_bias,0.965308177846803,0.961901814004433,0.957513425038299,-0.00438838896613392,0.154,0.0026,0.396,0.846153846153846,0.153846153846154,0.345959595959596,0.654040404040404,0.0119186895264712,0.00346145542958822,0.0100761900067773,0.00163771043155934,-0.133646763338562,0.3934,1967,0.1348,0.2586,674,1293,0.342653787493645,0.657346212506355,0.00320030856589305,-0.007588697532027,-0.011155030417219,0.0274250282102696,0.890554173798167,0.388534751834922
sorting_additive_bias,20,0.05,0.1,score_high_bias,0.965308177846803,0.947595779232307,0.957513425038299,0.00991764580599252,0.154,0.5842,0.396,0.262581307771311,0.737418692228689,0.345959595959596,0.654040404040404,0.0119186895264712,0.00346145542958822,0.0115762249222969,0.00163771043155934,0.066353236661438,0.1882,941,0.1718,0.0164,859,82,0.912858660998937,0.0871413390010627,0.0101058208693576,-0.000188175063365103,-0.0526973741019791,0.0546971091005456,0.890554173798167,0.257299969079614
sorting_additive_bias,20,0.08,-0.1,score_low_bias,0.965308177846803,0.961840664549007,0.961893682687194,5.30181381864781e-05,0.154,0.0026,0.1046,0.846153846153846,0.153846153846154,0.458891013384321,0.541108986615679,0.0144405396321489,0.00496060859086752,0.00981093126674914,0.000616161419407423,-0.0916616241057136,0.102,510,0.0458,0.0562,229,281,0.449019607843137,0.550980392156863,0.00142183932992794,-0.00136882119174149,0.000519785668494674,0.027359416879112,0.815409637224385,0.170117351243859
sorting_additive_bias,20,0.08,0.1,score_high_bias,0.965308177846803,0.943108363059152,0.961893682687194,0.0187853196280412,0.154,0.5842,0.1046,0.251626155426224,0.748373844573776,0.458891013384321,0.541108986615679,0.0144405396321489,0.00496060859086752,0.0113109661822687,0.000616161419407423,0.108338375894286,0.4796,2398,0.3806,0.099,1903,495,0.793577981651376,0.206422018348624,0.0207262321092046,-0.00194091248116344,-0.0391687231610534,0.047262603399433,0.815409637224385,0.331221954171289
sorting_additive_bias,20,0.12,-0.1,score_low_bias,0.965308177846803,0.961762200025407,0.961806634440007,4.44344146000031e-05,0.154,0.0026,0.036,0.692307692307692,0.307692307692308,0.511111111111111,0.488888888888889,0.0183236893850326,0.00868736420740104,0.0105783615742513,0.00142770546330924,-0.0664175131721815,0.0334,167,0.0166,0.0168,83,84,0.497005988023952,0.502994011976048,0.000542137280179481,-0.000497702865579491,0.00133037169461051,0.0311329384957776,0.733079894443196,-0.0610448638007977
sorting_additive_bias,20,0.12,0.1,score_high_bias,0.965308177846803,0.937669243986478,0.961806634440007,0.024137390453529,0.154,0.5842,0.036,0.237589866484081,0.762410133515919,0.511111111111111,0.488888888888889,0.0183236893850326,0.00868736420740104,0.0120783964897709,0.00142770546330924,0.133582486827819,0.5482,2741,0.4278,0.1204,2139,602,0.780372126960963,0.219627873039037,0.0268896556279775,-0.00275226517444841,-0.0440302635051607,0.0540713622809667,0.733079894443196,0.302610223691079
sorting_additive_bias,21,0,-0.1,score_low_bias,0.964825222028342,0.961527936744987,0.964702250382649,0.00317431363766185,0.1666,0.0032,0.209,1,0,0.797129186602871,0.202870813397129,0.01,0.00112633310591395,0.0113023069088672,0.000711016167042627,-0.10584810435319,0.2058,1029,0.1634,0.0424,817,212,0.793974732750243,0.206025267249757,0.00329728528335505,-0.000122971645693157,0.0154242645173075,0.0166193242422167,1,1
sorting_additive_bias,21,0,0.1,score_high_bias,0.964825222028342,0.949181994364089,0.964702250382649,0.01552025601856,0.1666,0.5958,0.209,0.279624034911044,0.720375965088956,0.797129186602871,0.202870813397129,0.01,0.00112633310591395,0.00981281473846959,0.000711016167042627,0.0941518956468104,0.3868,1934,0.3868,0,1934,0,1,0,0.0155202560185601,0,-0.0401247570283352,0.0401247570283352,1,1
sorting_additive_bias,21,0.02,-0.1,score_low_bias,0.964825222028342,0.961511364030833,0.963954450498711,0.00244308646787772,0.1666,0.0032,0.1238,1,0,0.79967689822294,0.20032310177706,0.010367168083982,0.00126614653492875,0.0113530582601678,0.00110944931948775,-0.0945281509077638,0.1206,603,0.0958,0.0248,479,124,0.794361525704809,0.205638474295191,0.00269417769310599,-0.000251091225228272,0.0202577650736129,0.0244217986594881,0.968228663561147,0.61376113207477
sorting_additive_bias,21,0.02,0.1,score_high_bias,0.964825222028342,0.948718746660321,0.963954450498711,0.0152357038383896,0.1666,0.5958,0.1238,0.279624034911044,0.720375965088956,0.79967689822294,0.20032310177706,0.010367168083982,0.00126614653492875,0.00986356608977018,0.00110944931948775,0.105471849092236,0.472,2360,0.4044,0.0676,2022,338,0.856779661016949,0.143220338983051,0.0158553841427928,-0.000619680304403239,-0.0322790335559101,0.0349047975576188,0.968228663561147,0.798074725526979
sorting_additive_bias,21,0.05,-0.1,score_low_bias,0.964825222028342,0.961360908045562,0.962531327580076,0.00117041953451325,0.1666,0.0032,0.0564,0.9375,0.0625,0.702127659574468,0.297872340425532,0.011971152427411,0.00283065325716517,0.0117162064465958,0.000615486247292225,-0.0788521545032199,0.0532,266,0.0366,0.0166,183,83,0.68796992481203,0.31203007518797,0.00144245929470575,-0.000272039760192489,0.0220003671900989,0.0322274258439519,0.889077763819111,0.296685640325108
sorting_additive_bias,21,0.05,0.1,score_high_bias,0.964825222028342,0.946239824312948,0.962531327580076,0.0162915032671277,0.1666,0.5958,0.0564,0.277274253105069,0.722725746894931,0.702127659574468,0.297872340425532,0.011971152427411,0.00283065325716517,0.0102267142761982,0.000615486247292225,0.12114784549678,0.5394,2697,0.4138,0.1256,2069,628,0.767148683722655,0.232851316277345,0.0182948716589141,-0.00200336839178638,-0.0302030093940077,0.0376311458114581,0.889077763819111,0.520259662995836
sorting_additive_bias,21,0.08,-0.1,score_low_bias,0.964825222028342,0.961297960686156,0.96158107942148,0.00028311873532394,0.1666,0.0032,0.0822,0.875,0.125,0.506082725060827,0.493917274939173,0.0143069240754365,0.00480352076917749,0.0112161543885347,0.000464003813498259,-0.0862080379654493,0.079,395,0.0388,0.0402,194,201,0.491139240506329,0.508860759493671,0.00129418501655295,-0.00101106628122911,0.0035837814597955,0.0291803961744564,0.81414950171798,0.0887267586875632
sorting_additive_bias,21,0.08,0.1,score_high_bias,0.964825222028342,0.943047947052978,0.96158107942148,0.0185331323685022,0.1666,0.5958,0.0822,0.270896273917422,0.729103726082578,0.506082725060827,0.493917274939173,0.0143069240754365,0.00480352076917749,0.00972666221813703,0.000464003813498259,0.113791962034551,0.5136,2568,0.3938,0.1198,1969,599,0.766744548286604,0.233255451713396,0.0206886768343858,-0.00215554446588368,-0.0360847592844668,0.0444786240270045,0.81414950171798,0.342315110072379
sorting_additive_bias,21,0.12,-0.1,score_low_bias,0.964825222028342,0.96119229268912,0.961006694105786,-0.000185598583334001,0.1666,0.0032,0.0414,0.6875,0.3125,0.463768115942029,0.536231884057971,0.0185855674742989,0.00884946111033858,0.0115899955636079,0.000511903208376575,-0.0706115318668747,0.0382,191,0.017,0.0212,85,106,0.445026178010471,0.554973821989529,0.000486800909372671,-0.000672399492706691,-0.00485860165795864,0.0303455602638577,0.722675903051036,-0.106255166712593
sorting_additive_bias,21,0.12,0.1,score_high_bias,0.964825222028342,0.937318069743877,0.961006694105786,0.023688624361909,0.1666,0.5958,0.0414,0.260490097348103,0.739509902651897,0.463768115942029,0.536231884057971,0.0185855674742989,0.00884946111033858,0.0101005033932103,0.000511903208376575,0.129388468133125,0.5544,2772,0.4184,0.136,2092,680,0.754689754689755,0.245310245310245,0.0266370026432906,-0.00294837828138163,-0.0427283989211922,0.0533646842075618,0.722675903051036,0.282553627816104
sorting_additive_bias,22,0,-0.1,score_low_bias,0.9654520723419,0.962038117458665,0.965427603274366,0.00338948581570131,0.1688,0.0034,0.1478,1,0,1,0,0.01,0.00115080586625843,0.010589034276111,0.00164505939061038,-0.0976363086484995,0.1444,722,0.1444,0,722,0,1,0,0.00338948581570136,0,0.0234728934605358,0.0234728934605358,1,1
sorting_additive_bias,22,0,0.1,score_high_bias,0.9654520723419,0.949760025021628,0.965427603274366,0.0156675782527381,0.1688,0.5994,0.1478,0.281614948281615,0.718385051718385,1,0,0.01,0.00115080586625843,0.0105154257770795,0.00164505939061038,0.102363691351501,0.4516,2258,0.4306,0.021,2153,105,0.953498671390611,0.0465013286093888,0.0156920473202718,-2.44690675336253e-05,-0.0346934859449473,0.034801852054485,1,1
sorting_additive_bias,22,0.02,-0.1,score_low_bias,0.9654520723419,0.962006985633597,0.962699799818027,0.000692814184430124,0.1688,0.0034,0.3292,1,0,0.492102065613609,0.507897934386391,0.0103730032325887,0.0011044983589599,0.0107996477623103,0.00118904266567776,-0.120863187540567,0.3258,1629,0.1586,0.1672,793,836,0.486801718845918,0.513198281154082,0.00339520140914596,-0.00270238722471579,0.00212650148689431,0.018715741663173,0.967597972047919,0.644943746333436
sorting_additive_bias,22,0.02,0.1,score_high_bias,0.9654520723419,0.949359218389394,0.962699799818027,0.013340581428633,0.1688,0.5994,0.3292,0.281614948281615,0.718385051718385,0.492102065613609,0.507897934386391,0.0103730032325887,0.0011044983589599,0.0107260392632788,0.00118904266567776,0.079136812459433,0.2702,1351,0.2634,0.0068,1317,34,0.974833456698742,0.0251665433012583,0.0133904667277902,-4.98852991571076e-05,-0.0493729882628906,0.0497422354809299,0.967597972047919,0.740119681478789
sorting_additive_bias,22,0.05,-0.1,score_low_bias,0.9654520723419,0.961859708553246,0.9595403209904,-0.00231938756284655,0.1688,0.0034,0.3372,0.941176470588235,0.0588235294117647,0.405100830367734,0.594899169632266,0.0119527562226029,0.00267565709952739,0.011076030594913,0.00076811912817121,-0.122255730191969,0.3338,1669,0.1334,0.2004,667,1002,0.399640503295386,0.600359496704614,0.00322382557845042,-0.00554321314129694,-0.00694843487970796,0.0262643460747374,0.881386734071469,0.354621213495867
sorting_additive_bias,22,0.05,0.1,score_high_bias,0.9654520723419,0.947044902463207,0.9595403209904,0.0124954185271929,0.1688,0.5994,0.3372,0.280947614280948,0.719052385719052,0.405100830367734,0.594899169632266,0.0119527562226029,0.00267565709952739,0.0110024220958816,0.00076811912817121,0.077744269808031,0.2622,1311,0.2304,0.0318,1152,159,0.878718535469108,0.121281464530892,0.0128630347461479,-0.000367616218954931,-0.0476560584561136,0.0504601486083251,0.881386734071469,0.349011717303751
sorting_additive_bias,22,0.08,-0.1,score_low_bias,0.9654520723419,0.961815635983474,0.962179479155654,0.000363843172179856,0.1688,0.0034,0.0514,0.882352941176471,0.117647058823529,0.583657587548638,0.416342412451362,0.0143220237082049,0.0059875700369908,0.0115030838981779,0.00169776966076922,-0.0762843314637902,0.048,240,0.027,0.021,135,105,0.5625,0.4375,0.000847420630357928,-0.000483577458178128,0.00758006608707916,0.0277291268445012,0.813540169149607,0.101682320873626
sorting_additive_bias,22,0.08,0.1,score_high_bias,0.9654520723419,0.943479870105235,0.962179479155654,0.0186996090504185,0.1688,0.5994,0.0514,0.274274274274274,0.725725725725726,0.583657587548638,0.416342412451362,0.0143220237082049,0.0059875700369908,0.0114294753991465,0.00169776966076922,0.12371566853621,0.548,2740,0.4136,0.1344,2068,672,0.754744525547445,0.245255474452555,0.0214117509650755,-0.00271214191465704,-0.0341233741795958,0.0440217023352784,0.813540169149607,0.359161321107119
sorting_additive_bias,22,0.12,-0.1,score_low_bias,0.9654520723419,0.961707804699015,0.961583181860832,-0.000124622838183375,0.1688,0.0034,0.0316,0.588235294117647,0.411764705882353,0.455696202531646,0.544303797468355,0.0185532936222331,0.00868712463660984,0.0117119772090536,0.000702608986214897,-0.061094144372988,0.0282,141,0.0124,0.0158,62,79,0.439716312056738,0.560283687943262,0.000340217703684816,-0.000464840541868267,-0.00441924958097345,0.0285481647359249,0.71767874745915,0.0974142728712702
sorting_additive_bias,22,0.12,0.1,score_high_bias,0.9654520723419,0.937236776175005,0.961583181860832,0.0243464056858268,0.1688,0.5994,0.0316,0.261594928261595,0.738405071738405,0.455696202531646,0.544303797468355,0.0185532936222331,0.00868712463660984,0.0116383687100221,0.000702608986214897,0.138905855627012,0.5678,2839,0.4254,0.1424,2127,712,0.749207467418105,0.250792532581895,0.0275284708451868,-0.00318206515936009,-0.042878488351227,0.0540868897579199,0.71767874745915,0.301593895991654
sorting_additive_bias,23,0,-0.1,score_low_bias,0.965517289117311,0.962214960550241,0.96452441577318,0.00230945522293868,0.158,0.0036,0.0506,1,0,1,0,0.01,0.00199721043120948,0.00991043790688784,0.000821602657817269,-0.0759297958796617,0.047,235,0.047,0,235,0,1,0,0.0023094552229387,0,0.0491373451689086,0.0491373451689086,1,1
sorting_additive_bias,23,0,0.1,score_high_bias,0.965517289117311,0.949917619929642,0.96452441577318,0.0146067958435381,0.158,0.5918,0.0506,0.266982088543427,0.733017911456573,1,0,0.01,0.00199721043120948,0.0119176856002372,0.000821602657817269,0.124070204120338,0.5412,2706,0.4338,0.1074,2169,537,0.801552106430155,0.198447893569845,0.0155996691876697,-0.000992873344131621,-0.0269896449437141,0.030658799947896,1,1
sorting_additive_bias,23,0.02,-0.1,score_low_bias,0.965517289117311,0.962194630797912,0.964048022502802,0.00185339170489063,0.158,0.0036,0.047,1,0,0.948936170212766,0.051063829787234,0.0103722162217087,0.00192122673139025,0.0102759283417417,0.00166582929662442,-0.0739666261466984,0.0434,217,0.041,0.0024,205,12,0.944700460829493,0.0552995391705069,0.0018819760589706,-2.85843540799783e-05,0.0427048779928715,0.0440221293329626,0.967207846560314,0.714181193834937
sorting_additive_bias,23,0.02,0.1,score_high_bias,0.965517289117311,0.94948063925084,0.964048022502802,0.0145673832519623,0.158,0.5918,0.047,0.266982088543427,0.733017911456573,0.948936170212766,0.051063829787234,0.0103722162217087,0.00192122673139025,0.012283176035091,0.00166582929662442,0.126033373853302,0.5448,2724,0.4314,0.1134,2157,567,0.791850220264317,0.208149779735683,0.0160080655123914,-0.00144068226042915,-0.0267389560425151,0.0320278042819761,0.967207846560314,0.816862958855671
sorting_additive_bias,23,0.05,-0.1,score_low_bias,0.965517289117311,0.962108074355461,0.962897150318699,0.000789075963237851,0.158,0.0036,0.0372,1,0,0.709677419354839,0.290322580645161,0.011984655272463,0.0037004472365336,0.0096608613020917,0.000890691284544486,-0.0677053609409264,0.0336,168,0.0228,0.0108,114,54,0.678571428571429,0.321428571428571,0.000934238481337741,-0.000145162518099923,0.0234844036677922,0.0321250297451686,0.887773383446935,0.20834830761132
sorting_additive_bias,23,0.05,0.1,score_high_bias,0.965517289117311,0.947028987607992,0.962897150318699,0.0158681627107066,0.158,0.5918,0.0372,0.265968232510983,0.734031767489017,0.709677419354839,0.290322580645161,0.011984655272463,0.0037004472365336,0.011668108995441,0.000890691284544486,0.132294639059074,0.5546,2773,0.4236,0.131,2118,655,0.763793725207357,0.236206274792643,0.0183343803589158,-0.00246621764820923,-0.028611905356485,0.0375055860207808,0.887773383446935,0.518964294726219
sorting_additive_bias,23,0.08,-0.1,score_low_bias,0.965517289117311,0.961974630712509,0.962116776125054,0.00014214541254487,0.158,0.0036,0.0294,0.722222222222222,0.277777777777778,0.551020408163265,0.448979591836735,0.0142331631071715,0.0055394283535795,0.00989627069291439,0.000546741124366642,-0.0581798810995473,0.0258,129,0.0136,0.0122,68,61,0.527131782945737,0.472868217054264,0.000468152609106644,-0.000326007196561748,0.00550951211414324,0.0307813878166044,0.812879877187195,0.217028175313059
sorting_additive_bias,23,0.08,0.1,score_high_bias,0.965517289117311,0.943485830226363,0.962116776125054,0.0186309458986915,0.158,0.5918,0.0294,0.257181480229807,0.742818519770193,0.551020408163265,0.448979591836735,0.0142331631071715,0.0055394283535795,0.0119035183862637,0.000546741124366642,0.141820118900453,0.5624,2812,0.4264,0.136,2132,680,0.758179231863442,0.241820768136558,0.0216334115258843,-0.0030024656271927,-0.0331275709436194,0.0438049024770216,0.812879877187195,0.386999388197994
sorting_additive_bias,23,0.12,-0.1,score_low_bias,0.965517289117311,0.961803566355936,0.961065477668928,-0.000738088687007865,0.158,0.0036,0.0844,0.444444444444444,0.555555555555556,0.388625592417062,0.611374407582938,0.0184587919634824,0.008736824773255,0.0105115312868339,0.000954515917069365,-0.0880471119402323,0.0808,404,0.0312,0.0496,156,248,0.386138613861386,0.613861386138614,0.000931813094706555,-0.00166990178171446,-0.00913476097782057,0.032199441539864,0.716052662530107,0.168566153554975
sorting_additive_bias,23,0.12,0.1,score_high_bias,0.965517289117311,0.937245788883091,0.961065477668928,0.0238196887858372,0.158,0.5918,0.0844,0.240621831699899,0.759378168300101,0.388625592417062,0.611374407582938,0.0184587919634824,0.008736824773255,0.0125187789801832,0.000954515917069365,0.111952888059768,0.5074,2537,0.3978,0.1096,1989,548,0.783996846669295,0.216003153330706,0.0263619487972849,-0.0025422600114478,-0.0469445975282561,0.0569653307227685,0.716052662530107,0.275250001053091
sorting_additive_bias,24,0,-0.1,score_low_bias,0.964631986234714,0.961551265595185,0.964362256747189,0.00281099115200389,0.1568,0.004,0.0964,1,0,1,0,0.01,0.00124308459344289,0.00940261375505958,0.000680789616577936,-0.0901472135099416,0.0924,462,0.0924,0,462,0,1,0,0.00281099115200388,0,0.0304219821645442,0.0304219821645442,1,1
sorting_additive_bias,24,0,0.1,score_high_bias,0.964631986234714,0.948239931664611,0.964362256747189,0.0161223250825775,0.1568,0.5968,0.0964,0.262734584450402,0.737265415549598,1,0,0.01,0.00124308459344289,0.0115291983874827,0.000680789616577936,0.109852786490058,0.5004,2502,0.44,0.0604,2200,302,0.8792965627498,0.1207034372502,0.0163920545701029,-0.000269729487525381,-0.0322188750651029,0.0332969305707999,1,1
