experiment,repeat_id,sigma,v_oracle,v_raw,v_iso,delta_v,treat_rate_oracle,treat_rate_raw,treat_rate_iso,raw_treated_true_positive_share,raw_treated_false_positive_share,iso_treated_true_positive_share,iso_treated_false_positive_share,mse_raw,mse_iso,cal_raw,cal_iso,t_theta,flip_rate,flip_count,beneficial_flip_rate,harmful_flip_rate,beneficial_flip_count,harmful_flip_count,beneficial_sign_share,harmful_sign_share,beneficial_value,harmful_value,mean_tau_flip_region,mean_abs_tau_flip_region,global_spearman,flip_region_spearman
sorting,10,0,0.966616298926365,0.966616298926365,0.966122213253051,-0.000494085673314326,0.1682,0.1682,0.2576,1,0,0.652950310559006,0.347049689440994,0,0.000949275661816183,0.000457505257507752,0.000655530449284599,-0.0113887501621618,0.0894,447,0,0.0894,0,447,0,1,0,-0.000494085673314254,-0.00552668538382834,0.00552668538382834,1,1
sorting,10,0.02,0.966616298926365,0.965652190474693,0.965625275152117,-2.69153225767038e-05,0.1682,0.1682,0.1796,0.703923900118906,0.296076099881094,0.689309576837417,0.310690423162584,0.000364472148218579,0.000985941321492036,0.00106405921266832,0.0013281280027655,-0.00132083350014256,0.0114,57,0.0054,0.006,27,30,0.473684210526316,0.526315789473684,4.89359414359618e-05,-7.58512640126398e-05,-0.00236099320848053,0.0109462460919826,0.966699586155983,0.172608244749806
sorting,10,0.05,0.966616298926365,0.963758250320982,0.964229142632979,0.000470892311997373,0.1682,0.1682,0.104,0.523186682520809,0.476813317479191,0.603846153846154,0.396153846153846,0.00186362524920501,0.00232414354654243,0.000544177120289432,0.000536174273415986,0.00934127023408904,0.0642,321,0.039,0.0252,195,126,0.607476635514019,0.392523364485981,0.000958113131425343,-0.00048722081942798,-0.0073347712149122,0.0225129898886811,0.877450594522024,0.130159415452487
sorting,10,0.08,0.966616298926365,0.962420477685204,0.962598720333353,0.000178242648149585,0.1682,0.1682,0.1534,0.451843043995244,0.548156956004756,0.461538461538462,0.538461538461538,0.00429676030347925,0.00513396168043401,0.000152631326908163,0.000456959687946877,0.00141969876880232,0.0148,74,0.0096,0.0052,48,26,0.648648648648649,0.351351351351351,0.000268195831543735,-8.99531833940874e-05,-0.0120434221722735,0.0241992577660691,0.803003903288156,-0.0681081081081081
sorting,10,0.12,0.966616298926365,0.960827961856936,0.962972221563887,0.0021442597069512,0.1682,0.1682,0.0264,0.379310344827586,0.620689655172414,0.537878787878788,0.462121212121212,0.00847497952629731,0.00787356377208332,0.000764140482226617,0.000422894283462339,0.0432316573941588,0.1418,709,0.0922,0.0496,461,248,0.650211565585332,0.349788434414669,0.00356691389694793,-0.00142265418999665,-0.0151217186667932,0.0351873630955189,0.696458432082337,0.0976689906838415
sorting,11,0,0.965366634145338,0.965366634145338,0.963873676351064,-0.00149295779427405,0.156,0.156,0.0344,1,0,1,0,0,0.00137888999867576,0.000409088449531888,0.000398930523281018,0.0339979306648605,0.1216,608,0,0.1216,0,608,0,1,0,-0.00149295779427408,0.012277613439754,0.012277613439754,1,1
sorting,11,0.02,0.965366634145338,0.964461826911186,0.96314297487954,-0.00131885203164628,0.156,0.156,0.0208,0.703846153846154,0.296153846153846,0.990384615384615,0.00961538461538462,0.000378900200371291,0.00155095407573567,0.000540685765956382,0.000327586459043115,0.0489141867080862,0.1352,676,0.046,0.0892,230,446,0.340236686390533,0.659763313609468,0.00047907513917732,-0.00179792717082359,0.00975482271927716,0.0168417330621369,0.970021575184863,0.457531690746098
sorting,11,0.05,0.965366634145338,0.962730087002854,0.961999931083155,-0.000730155919699049,0.156,0.156,0.0052,0.535897435897436,0.464102564102564,0.807692307692308,0.192307692307692,0.00198611487264205,0.00353858574945463,0.000603103098446859,0.00108705480218808,0.087923933729412,0.1508,754,0.0714,0.0794,357,397,0.473474801061008,0.526525198938992,0.00148573912134528,-0.00221589504104437,0.00484188275662527,0.0245466456391886,0.890901840692074,0.269738828864282
sorting,11,0.08,0.965366634145338,0.961108708768638,0.961856785748321,0.000748076979683043,0.156,0.156,0.0046,0.424358974358974,0.575641025641026,0.652173913043478,0.347826086956522,0.00431996992262743,0.0054029211441176,0.000595522624970065,0.00054625422288857,0.0930611509108121,0.1514,757,0.0882,0.0632,441,316,0.582562747688243,0.417437252311757,0.00252614406554389,-0.00177806708586092,-0.00494106327399588,0.0284293999432286,0.808924418692977,0.181541280834422
sorting,11,0.12,0.965366634145338,0.959918357378047,0.961786958740191,0.00186860136214395,0.156,0.156,0.0014,0.382051282051282,0.617948717948718,0.857142857142857,0.142857142857143,0.00833805767788221,0.00894645265554364,0.000945623081644906,0.000934763445710716,0.112829563921856,0.1546,773,0.0962,0.0584,481,292,0.622250970245796,0.377749029754204,0.00361019467111253,-0.00174159330896863,-0.0120866841018363,0.0346169985774978,0.721392030007681,0.174209645420893
sorting,12,0,0.965259074520198,0.965259074520198,0.964918008956297,-0.000341065563901122,0.1578,0.1578,0.0894,1,0,1,0,0,0.00177630298486051,0.000412510329828435,0.000938257326787018,0.011460565956242,0.0684,342,0,0.0684,0,342,0,1,0,-0.00034106556390117,0.00498633865352588,0.00498633865352588,1,1
sorting,12,0.02,0.965259074520198,0.964278042988221,0.964365880652893,8.78376646724632e-05,0.1578,0.1578,0.1186,0.692015209125475,0.307984790874525,0.772344013490725,0.227655986509275,0.000367440277968223,0.00194321010794956,0.000345148487623686,0.00106182953094476,0.00573416015121664,0.0392,196,0.0216,0.0176,108,88,0.551020408163265,0.448979591836735,0.000296637876469803,-0.000208800211797401,-0.00224075675184699,0.0128938287823266,0.966412770208511,0.230071161615759
sorting,12,0.05,0.965259074520198,0.962840135590104,0.962911584869419,7.14492793152388e-05,0.1578,0.1578,0.1276,0.542458808618505,0.457541191381496,0.567398119122257,0.432601880877743,0.00191608484983191,0.00329695151519653,0.000365151320808221,0.000893660059689142,0.00409846834230343,0.0302,151,0.017,0.0132,85,66,0.562913907284768,0.437086092715232,0.000379287017416487,-0.000307837738101262,-0.00236587017600085,0.0227524753482698,0.894154526454181,0.114241896131056
sorting,12,0.08,0.965259074520198,0.961132670756379,0.962040603952713,0.000907933196333532,0.1578,0.1578,0.013,0.420785804816223,0.579214195183777,0.738461538461539,0.261538461538462,0.0043796857686676,0.00504208910388265,0.000672388948086368,0.00129337579533241,0.0590041934148132,0.1448,724,0.088,0.0568,440,284,0.607734806629834,0.392265193370166,0.00246120389100884,-0.00155327069467521,-0.00627025688075709,0.0277242720005805,0.808869591650783,0.0431241200655489
sorting,12,0.12,0.965259074520198,0.959602215077699,0.961721449445061,0.00211923436736172,0.1578,0.1578,0.0312,0.373891001267427,0.626108998732573,0.480769230769231,0.519230769230769,0.00850602265428146,0.00986748872138374,0.00158653904100216,0.00309066241990514,0.0357672023688934,0.1266,633,0.0826,0.044,413,220,0.652448657187994,0.347551342812006,0.00319250183361059,-0.00107326746624888,-0.0167396079570436,0.0336948601884634,0.721620297280812,0.111816821985616
sorting,13,0,0.965906186422327,0.965906186422327,0.965323540832169,-0.00058264559015786,0.1484,0.1484,0.246,1,0,0.603252032520325,0.396747967479675,0,0.00102552885162227,0.00137270016952833,0.00100258300489798,-0.0117041499135179,0.0976,488,0,0.0976,0,488,0,1,0,-0.000582645590157926,-0.0059697294073558,0.0059697294073558,1,1
