sample_size,learner,calibration_method,raw_bin,raw_bin_mid,raw_bin_lower,raw_bin_upper,corrected_rate,wrong_rate,total_flip_rate,count
5000,GLMnet,Causal Isotonic,22,-0.0258785005806782,-0.0340370168052003,-0.0176737342794843,0.020452432599938,-0.0605121559568414,0.0809645885567795,35497
5000,GLMnet,Causal Isotonic,17,-0.107646674953355,-0.115855086245967,-0.0994916624660489,0,0,0,35784
5000,GLMnet,Causal Isotonic,23,-0.00958839310543691,-0.0176735595413237,-0.00131025072446262,0.043794386202232,-0.112135046781648,0.15592943298388,35484
5000,GLMnet,Causal Isotonic,26,0.0393880785886803,0.0314173132666688,0.0477805926010432,0.320909312785468,-0.177574003695827,0.498483316481294,28681
5000,GLMnet,Causal Isotonic,18,-0.0913012225576104,-0.0994911793702273,-0.0831281553160226,0.000138634725225975,-0.000887262241446238,0.00102589696667221,36066
5000,GLMnet,Causal Isotonic,7,-0.271227227696284,-0.279490669617394,-0.263129426243245,0,0,0,33047
5000,GLMnet,Causal Isotonic,6,-0.287558998728417,-0.295854306645479,-0.279491225011902,0,0,0,30634
5000,GLMnet,Causal Isotonic,8,-0.254923409031741,-0.263126933240339,-0.246764472144308,0,0,0,34386
5000,GLMnet,Causal Isotonic,27,0.0557177700716584,0.0477809564307078,0.0641435072368706,0.227338426595086,-0.13797233119967,0.365310757794755,24215
5000,GLMnet,Causal Isotonic,15,-0.140365304496981,-0.14858212985202,-0.13221878012972,0,0,0,35450
5000,GLMnet,Causal Isotonic,11,-0.205860045948965,-0.214035896014608,-0.197673556580168,0,0,0,35388
5000,GLMnet,Causal Isotonic,19,-0.0749789198318346,-0.0831279259424502,-0.0667648874946355,0.00128967141415274,-0.00636424806549288,0.00765391947964562,35668
5000,GLMnet,Causal Isotonic,4,-0.320063246281856,-0.328579831309513,-0.312218280138672,0,0,0,22105
5000,GLMnet,Causal Isotonic,10,-0.222186370650189,-0.230400019250628,-0.214037519345764,0,0,0,35376
5000,GLMnet,Causal Isotonic,20,-0.058579748943238,-0.0667642517766744,-0.0504010443896702,0.0034321111669178,-0.015263128522797,0.0186952396897148,35838
5000,GLMnet,Causal Isotonic,29,0.0882037457860801,0.0805094818276607,0.0968696484248093,0.0395934787211518,-0.0611193450490507,0.100712823770203,14169
5000,GLMnet,Causal Isotonic,3,-0.336327531943646,-0.344944460889021,-0.328582075405547,0,0,0,17666
5000,GLMnet,Causal Isotonic,9,-0.238576802490609,-0.246763437667392,-0.23040029935681,0,0,0,35206
5000,GLMnet,Causal Isotonic,21,-0.0422185744910763,-0.0504005454873986,-0.0340372665501774,0.0101667229920018,-0.0378224625436521,0.0479891855356539,35508
5000,GLMnet,Causal Isotonic,25,0.0231557914159998,0.0150543533646663,0.0314166173755197,0.415250015567595,-0.210069120119559,0.625319135687154,32118
5000,GLMnet,Causal Isotonic,28,0.0719548401528658,0.0641445159137285,0.0805070107812994,0.110316071244724,-0.0943065994028621,0.204622670647586,19426
5000,GLMnet,Causal Isotonic,30,0.104398627306875,0.0968720261100075,0.113235046185502,0.0145568255337503,-0.0318093594996765,0.0463661850334268,9274
5000,GLMnet,Causal Isotonic,2,-0.352688012729707,-0.361307581585143,-0.344945432817252,0,0,0,12613
5000,GLMnet,Causal Isotonic,1,-0.368900605306713,-0.377672493968075,-0.361310003709227,0,0,0,8171
5000,GBRT 8,Causal Isotonic,25,-0.0451057922363958,-0.0597613667517442,-0.0324206450698062,0,0,0,97954
5000,GBRT 8,Causal Isotonic,11,-0.428711395050832,-0.442537667933206,-0.415197291604194,0,0,0,12255
5000,GBRT 8,Causal Isotonic,7,-0.53787820256404,-0.551900016390092,-0.524562605382762,0,0,0,8195
5000,GBRT 8,Causal Isotonic,24,-0.0725896976297059,-0.0871022531506787,-0.0597617753960285,0,0,0,66608
5000,GBRT 8,Causal Isotonic,14,-0.346645233416973,-0.360512588245587,-0.333174327832773,0,0,0,15816
5000,GBRT 8,Causal Isotonic,27,0.00767369794609195,-0.00507908096640509,0.0222614828493085,0.371543443904916,-0.291730468462124,0.66327391236704,122123
